2026-04-05 08:56:44 | INFO    | Logging to /home/anshulk/cultural-mi/logs/step1_base_20260405_085644.log
2026-04-05 08:56:44 | INFO    | Loading model from /data/user_data/anshulk/cultural-mi/models/base
2026-04-05 08:56:44 | INFO    | Device: cuda:0, dtype: bfloat16
2026-04-05 08:56:47 | INFO    | Model loaded in 3.3s
2026-04-05 08:56:47 | DEBUG   | Model config: 32 layers, hidden=4096, vocab=128256
2026-04-05 08:56:48 | DEBUG   | Tokenizer: pad_token=<|end_of_text|>, pad_token_id=128001, padding_side=left
2026-04-05 08:56:48 | INFO    | Answer token IDs: {'A': 362, 'B': 426, 'C': 356, 'D': 423}
2026-04-05 08:56:48 | INFO    | Five-shot prefix: 179 tokens
2026-04-05 08:56:48 | INFO    | Questions to process: 21726 (debug=False)
2026-04-05 08:56:48 | DEBUG   | Sample prompt (229 tokens):
The following are multiple choice questions about Indian culture.

Question: What is the national animal of India?
A) Tiger
B) Lion
C) Elephant
D) Peacock
Answer: A

Question: Which city is the capital of India?
A) Mumbai
B) Kolkata
C) New Delhi
D) Chennai
Answer: C

Question: What is the most widely spoken language in India?
A) Tamil
B) Hindi
C) Telugu
D) Bengali
Answer: B

Question: Which festival is known as the festival of lights in India?
A) Holi
B) Eid
C) Diwali
D) Pongal
Answer: C

Questi
2026-04-05 08:56:48 | INFO    | Registered 8 hooks: ['embed', 'layer_04', 'layer_08', 'layer_14', 'layer_20', 'layer_26', 'layer_30', 'layer_31']
2026-04-05 08:56:48 | INFO    | Activation arrays: 16 new, 0 resumed (16 total, 21726x4096 float32 each)
2026-04-05 08:56:48 | INFO    | Activation dir: /data/user_data/anshulk/cultural-mi/activations/base
2026-04-05 08:56:48 | DEBUG   | CSV output: /data/user_data/anshulk/cultural-mi/checkpoints/step1_base_results_partial.csv (header=written)
2026-04-05 08:56:48 | INFO    | Starting fresh (no checkpoint found)
2026-04-05 08:56:48 | INFO    | Batch size: 24, total batches: 906
2026-04-05 08:56:48 | INFO    | GPU: NVIDIA A100-SXM4-40GB, 42.4GB total, 16.1GB allocated after model load
2026-04-05 08:56:48 | DEBUG   | First batch: input_ids shape=torch.Size([24, 263]), seq_len=263
2026-04-05 08:56:48 | DEBUG   | First prompt tokens (first 20): [128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001, 128001]
2026-04-05 08:56:48 | DEBUG   | Attention mask sum (first example): 229
2026-04-05 08:56:50 | DEBUG   | Hook 'embed': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=0.48
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_04': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=5.59
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_08': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=7.84
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_14': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=11.11
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_20': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=19.14
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_26': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=32.17
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_30': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=48.34
2026-04-05 08:56:50 | DEBUG   | Hook 'layer_31': shape=torch.Size([24, 263, 4096]), dtype=torch.float32, norm=62.54
2026-04-05 08:56:50 | DEBUG   | Base model target_starts (first 3): [214, 209, 197]
2026-04-05 08:56:50 | DEBUG   | Pooling mask tokens per example (first 3): [49, 54, 66]
2026-04-05 08:56:50 | INFO    | 24/21726 (0.1%) | 2s | 10.8 q/s | ETA 2007s | acc: 83.3% | forced: 0/24 | GPU mem: 18.5GB | seq_len: 263
2026-04-05 08:57:00 | INFO    | 264/21726 (1.2%) | 12s | 22.0 q/s | ETA 974s | acc: 84.8% | forced: 0/264 | GPU mem: 18.2GB | seq_len: 231
2026-04-05 08:57:12 | INFO    | 504/21726 (2.3%) | 24s | 21.3 q/s | ETA 998s | acc: 80.4% | forced: 0/504 | GPU mem: 18.5GB | seq_len: 261
2026-04-05 08:57:24 | INFO    | 744/21726 (3.4%) | 36s | 20.8 q/s | ETA 1010s | acc: 78.6% | forced: 0/744 | GPU mem: 18.3GB | seq_len: 243
2026-04-05 08:57:36 | INFO    | 984/21726 (4.5%) | 48s | 20.5 q/s | ETA 1012s | acc: 80.1% | forced: 0/984 | GPU mem: 18.4GB | seq_len: 245
2026-04-05 08:57:48 | INFO    | 1224/21726 (5.6%) | 60s | 20.5 q/s | ETA 1001s | acc: 79.9% | forced: 0/1224 | GPU mem: 18.4GB | seq_len: 250
2026-04-05 08:58:00 | INFO    | 1464/21726 (6.7%) | 72s | 20.4 q/s | ETA 994s | acc: 79.6% | forced: 0/1464 | GPU mem: 18.6GB | seq_len: 268
2026-04-05 08:58:12 | INFO    | 1704/21726 (7.8%) | 84s | 20.3 q/s | ETA 985s | acc: 79.8% | forced: 0/1704 | GPU mem: 18.5GB | seq_len: 256
2026-04-05 08:58:24 | INFO    | 1944/21726 (8.9%) | 96s | 20.3 q/s | ETA 973s | acc: 81.2% | forced: 0/1944 | GPU mem: 18.3GB | seq_len: 243
2026-04-05 08:58:36 | INFO    | 2184/21726 (10.1%) | 107s | 20.3 q/s | ETA 962s | acc: 81.1% | forced: 0/2184 | GPU mem: 18.5GB | seq_len: 258
2026-04-05 08:58:46 | INFO    | Checkpoint saved at batch 100/906
2026-04-05 08:58:47 | INFO    | 2424/21726 (11.2%) | 119s | 20.4 q/s | ETA 946s | acc: 81.1% | forced: 0/2424 | GPU mem: 18.4GB | seq_len: 248
2026-04-05 08:58:59 | INFO    | 2664/21726 (12.3%) | 131s | 20.4 q/s | ETA 934s | acc: 81.5% | forced: 0/2664 | GPU mem: 18.5GB | seq_len: 263
2026-04-05 08:59:10 | INFO    | 2904/21726 (13.4%) | 142s | 20.5 q/s | ETA 919s | acc: 81.9% | forced: 0/2904 | GPU mem: 18.4GB | seq_len: 251
2026-04-05 08:59:21 | INFO    | 3144/21726 (14.5%) | 153s | 20.6 q/s | ETA 903s | acc: 82.4% | forced: 0/3144 | GPU mem: 18.4GB | seq_len: 251
2026-04-05 08:59:33 | INFO    | 3384/21726 (15.6%) | 165s | 20.6 q/s | ETA 893s | acc: 82.9% | forced: 0/3384 | GPU mem: 18.4GB | seq_len: 251
2026-04-05 08:59:45 | INFO    | 3624/21726 (16.7%) | 177s | 20.5 q/s | ETA 883s | acc: 83.3% | forced: 0/3624 | GPU mem: 18.4GB | seq_len: 254
2026-04-05 08:59:56 | INFO    | 3864/21726 (17.8%) | 188s | 20.6 q/s | ETA 869s | acc: 83.5% | forced: 0/3864 | GPU mem: 18.3GB | seq_len: 244
2026-04-05 09:00:07 | INFO    | 4104/21726 (18.9%) | 199s | 20.6 q/s | ETA 854s | acc: 83.5% | forced: 0/4104 | GPU mem: 18.4GB | seq_len: 248
2026-04-05 09:00:19 | INFO    | 4344/21726 (20.0%) | 211s | 20.6 q/s | ETA 844s | acc: 83.9% | forced: 0/4344 | GPU mem: 18.5GB | seq_len: 256
2026-04-05 09:00:30 | INFO    | 4584/21726 (21.1%) | 222s | 20.7 q/s | ETA 830s | acc: 84.1% | forced: 0/4584 | GPU mem: 18.4GB | seq_len: 248
2026-04-05 09:00:41 | INFO    | Checkpoint saved at batch 200/906
2026-04-05 09:00:42 | INFO    | 4824/21726 (22.2%) | 234s | 20.6 q/s | ETA 819s | acc: 84.2% | forced: 0/4824 | GPU mem: 18.4GB | seq_len: 252
